Date,S007,S015,S031,S034,S036,S038,S039,S042,S047,S051,S055,S058,S069,S075,S081,S088,S095,S097,S098,S100
1993-04-01,32.5,55.2,68.5,61.7,47.6,16.8,57,17.3,51.4,58.5,37.6,14.1,29.7,94,68.2,38,70.7,45.8,41,61.5
1993-05-01,32.1,8.3,27.4,49.5,17.9,10,35.1,2.8,59.4,26.2,11.2,10.5,32,75.8,32.4,22.3,28.6,36.8,12.2,35.9
1993-06-01,40.5,26.6,18.6,25.4,20.5,15.2,36.7,2.2,21.6,27.9,7.6,6.9,35.8,127,25.6,16.6,23.4,60.6,21.9,62.9
1993-07-01,24.8,24.9,16.1,27.7,23.7,9,30.2,4,19.6,27.4,19.2,31,18.9,56.4,24.7,20.7,17.8,25.7,20.7,37.1
1993-08-01,20.5,7.9,25.6,89.7,18.6,8.4,38.7,6.5,31.2,38.1,19.8,39.9,26.5,47.7,32.2,44.1,29.4,67.3,27,46.5
1993-09-01,59.1,105.8,80.4,209.2,86.3,75.8,154.5,86.5,102.3,100.5,81.2,26.7,45.1,96.5,77.2,53,50.4,76.2,66.5,103.2
1993-10-01,25.9,35.1,25.2,38.4,32.9,8.4,39.6,3.7,30.1,37.3,27.3,39.3,26,98.8,31.5,31.2,31.2,34,26.4,45.7
1993-11-01,33,4.2,24.2,36.6,24.5,17.5,37.5,29.6,30.2,37,26.9,39.7,26,33.9,31.4,29.1,27.8,67.2,26.3,40.7
1993-12-01,24.9,34.6,22.2,35.3,31.5,28.1,33.7,28,29.5,55.8,26,2.3,39.8,29.2,28.9,28.7,21.9,28.9,26.3,44.7
1994-01-01,29.5,43.9,31.1,58.9,38.6,34.4,60.5,36.6,39.4,44.8,10.9,45.4,31.2,41,37.2,29.7,35.2,37.4,31.5,52.6
1994-02-01,47,78.5,57.9,76.8,66.1,57.2,65.6,64.7,75.8,97.5,60.4,71.4,53.4,69.4,39.4,69.7,66,58.1,56.3,80.5
1994-03-01,52.6,63.2,48.2,65.9,53.3,25.7,124.5,4.8,59.1,63.3,7,13.6,44.2,180.6,50,52.7,31.9,52.5,42.4,68.9
1994-04-01,64.1,112.8,85.2,109,93.1,80,89.6,92.9,65.5,117.5,86.8,97.4,75.7,99.7,84.4,101.8,99.1,79.9,88.8,108.5
1994-05-01,147.8,27.4,22,100,16.7,31.3,13.6,173.8,56.9,92.2,37.5,107.5,18.6,214.1,44.3,143,190.7,78.4,11.9,64.1
1994-06-01,49.2,51.4,8.8,50.8,18.2,10.5,0,91.2,81.7,8.3,35.8,70.2,31.4,95,35.8,55.2,52.1,13.5,7.1,25.3
1994-07-01,50.9,35.5,12.4,35.2,34.1,25.1,8.1,77.9,27.3,13,44.2,48.3,5.5,95.9,56.9,37.4,46.4,12.4,3.8,18.2
1994-08-01,39.3,29.5,2.8,64.7,0,11.9,9.5,24.2,40.3,14.4,15.5,76.7,6.9,36.3,37.3,42,102,14.9,0,69.4
1994-09-01,105.2,61.7,4.9,50.1,13.5,12.7,3.6,128.9,69.3,26.5,50.3,91.3,21.7,212.3,62.1,46.4,60.8,13.4,7.4,51.6
1994-10-01,124.9,35.4,9.9,98.3,11.9,32.5,9.6,69.1,53.8,19.1,59.4,36.1,9.7,202.9,65.7,67.2,73.3,26.6,5.7,43.6
1994-11-01,292.5,41.4,100.3,358.9,62.4,34,95.1,250.9,209.4,32.9,204.2,146.7,13.4,780.1,124.3,99.3,261.3,47.2,7.1,38.3
1994-12-01,20,29.8,8.1,20.7,24,27.1,15.7,74.9,28.6,20.9,6.8,20.7,1.7,117.9,33.4,43.7,34.5,30.6,0,40.8
1995-01-01,39.6,9.1,13,73.3,20.6,25.7,31.7,103.8,46.7,34.7,20,51.4,11.8,180.5,82.4,65.5,78.7,15.1,0,17.4
1995-02-01,92.2,34.6,37.2,42.5,12.7,11.2,0,82.1,56,58.1,34.8,67.2,6,170.3,47.4,52.8,73.9,42.6,39.9,100.1
1995-03-01,176.5,282.4,224.5,270.7,227.3,100.2,216.1,261.2,291.5,267.3,220.1,233,190.2,316.9,196.7,260.8,274.8,194.9,168.6,247.4
1995-04-01,49.4,20.5,48.8,109.7,4.7,7,58.4,75.2,62.3,65.1,105.7,62.3,45.6,112.8,51.7,64.7,56.3,17.5,44,70.4
1995-05-01,35.4,55.5,39.4,76.7,47.9,42,15.6,45.6,51.5,54.7,42.4,67.3,14.7,48.9,44.7,45.6,89.4,43.2,38.3,61.8
1995-06-01,55.6,63.7,48.8,65.7,7.1,24.2,60.4,65,60.6,64.6,50,62.5,45.5,115.6,50.9,58,59.9,53.1,42.9,69.2
1995-07-01,62.3,23.6,19.8,31.7,8,12.3,31,26.2,27.9,33.1,24.1,35.9,23.1,25.6,29.5,24.7,18.1,19.5,25.1,36.8
1995-08-01,17.8,19.7,10.8,21.4,19.9,18.1,23.9,16.4,14.5,19.9,14.9,46.3,6.5,16.9,15,14.5,8.6,20.5,17.9,32.6
1995-09-01,30.2,44.7,28.7,43.1,39.8,34.5,5,35.6,40.2,43.4,49.7,43.4,30,34,37.2,57.7,26.7,32.8,32.3,52.4
1995-10-01,28.3,40.6,27.5,40.9,36.4,32,38.4,33.6,36.4,8.4,31.1,42.7,28.9,35.1,92.7,33.8,28.5,33.7,0,49.6
1995-11-01,97.6,155.7,121,104,126.7,67.3,54.2,282,156.6,147.9,50.9,43.3,104.4,368,111.3,138.3,102.6,109.6,95.6,143.8
1995-12-01,33.1,50.2,35,49.7,44,38.3,44.9,41.4,62,19.5,38.4,49.8,35,43.3,82.7,42.7,37.5,39.6,9.6,57.3
1996-01-01,18,21.9,4.5,0.9,19.2,68.5,35.8,4.6,13.3,0,39.2,79,17.5,62.7,51.4,5.2,10.5,27,11.8,8.4
1996-02-01,30.9,57.8,32.7,7.7,32.3,32.2,24.1,15.1,59.5,11,82.7,237.9,45.3,135.3,34.8,33.2,41.3,61.1,7.4,36.4
1996-03-01,45.4,93.2,32,8.5,30.6,98.1,100.4,61.2,90.9,14.9,91.5,305.9,71.7,85.3,69.8,36.9,67.8,76.5,33.2,56.3
1996-04-01,31.9,87.8,46.3,7,50.4,63.6,26.2,61.6,55.3,7.7,39,242.7,35.8,51.6,53.8,24.2,28.3,52.6,38.5,35.7
1996-05-01,20,79.9,24.6,1.8,42.7,29.4,27.4,34.9,42.8,2.7,102.1,225.1,47.1,77.9,33.2,9.1,31.6,53.7,6.5,49.4
1996-06-01,4.6,32.3,15.5,4.5,11.5,42.6,55.7,29.9,38.8,6,72,131.6,64.3,88.6,42.4,24.2,34.9,53.2,13.9,33.8
1996-07-01,14.8,116.3,32.1,1.6,35,55.4,70.2,37.1,74.6,17.9,112.6,268.3,81.8,124.3,77.2,48.9,52.8,53.1,9.7,21.4
1996-08-01,15.5,7.7,5.1,1.7,10.4,13.2,13.4,4.3,7,1.3,16.1,71.8,6.5,22.6,15.8,2.2,4.8,18.3,4.6,22.7
1996-09-01,7.2,41.2,10.3,1.3,17.7,40.2,63.1,9.7,17.7,0,43.5,159.5,23.3,85.8,24.7,6.7,14.2,33.4,4.8,26.3
1996-10-01,15.3,39.3,25.7,44.4,58.7,64.1,39.9,10.6,36.9,41.5,43.4,50.5,25.6,97,35.4,2.8,19.7,18.6,30.3,43.7
1996-11-01,16,38.5,27,40.6,34,31.7,39.6,30,33.4,39.7,29.6,40.9,27.5,58.4,33.5,33.7,30.6,34.2,28.3,48.3
1996-12-01,12.3,32.2,34.9,19.9,29.5,28.8,46.3,31.2,44.3,49.2,108.9,49.1,34.4,100.9,40.4,22.5,39.7,38.1,34.2,56.3
1997-01-01,55.8,89.4,66.1,12.5,77.2,63.6,50.9,76,91.8,88.6,69.8,242.2,59.4,74.7,69.6,23.4,39.7,65.1,59.1,88.6
1997-02-01,17.6,23.2,14.4,26,12.6,26.9,28.3,4,17.6,25.5,17.7,29.1,17.4,48.2,23.4,19.2,15,24,19.7,35.7
1997-03-01,2.9,19.2,23.3,36.4,30.3,63.4,35.9,28.5,29,35.8,26.3,37.6,24.7,32.1,30.7,29.6,25.4,46.6,26,31.9
1997-04-01,47.5,78.1,57.4,75.5,66.3,56.7,64.8,64.7,76.3,6.5,60.1,155.4,4.7,68.3,90,68.1,65,58,51.5,80
1997-05-01,36.1,54.8,37.5,0,48.4,41,41.1,45,52.1,53.9,101.3,53.4,38,44.5,44.7,33.5,38.7,41,38.4,60.6
1997-06-01,27.5,39.1,25.9,39.1,35.3,30.9,36.7,32,34.7,5.5,29.7,40.9,27.5,33,74.9,32.3,26.1,32.1,14.4,48.2
1997-07-01,9.7,51.7,36.9,5.8,45.7,30.7,25.5,15.9,49.3,52.8,74.2,177.2,37.6,68.1,43.2,10,20.9,41.8,36.5,58.6
1997-08-01,26.8,37.5,24.6,37.6,34.1,29.9,35.6,30.8,68.1,6.1,28.5,39.8,26.6,31.6,59.1,30.7,24.6,31.1,5.9,46.9
1997-09-01,31.8,11.5,0,0.2,0,6.3,4.7,3.1,26.4,37,0.5,16.6,0,1.9,24.5,25.4,4.3,4.3,11.2,39.5
1997-10-01,5,3.9,0,0.6,0,8.4,0.5,0,3.6,9.8,0.9,9.2,3.2,0.1,8.9,6.4,2.4,8.8,3.4,18.5
1997-11-01,31,2,2.3,2.5,0,8.3,6,0.6,26.6,26.5,2.7,3.1,0.1,0.1,35.8,28.9,4.4,3.2,8.3,20.4
1997-12-01,45.7,3.8,0.4,0.5,0,6.4,1.9,1.7,22.2,1.3,1.4,4.6,0,0.3,11.3,23.3,7.4,1.8,3.5,14
1998-01-01,26.9,4.7,0.4,1,0,2.1,13.3,3.3,10.1,15.4,2.9,14,0.1,0.7,37.8,15.3,4.8,1.5,5.9,19.7
1998-02-01,22.1,0.4,0.3,0.8,0,6.3,4.3,1.3,16.2,9.1,0.5,4.5,0,0.7,9.8,20.6,4.7,6.7,14.4,11.3
1998-03-01,43.1,3.8,1.3,1.4,0,2.4,7.2,6.5,29.3,28.5,4.7,5.4,1,15.3,20.6,48,4.8,12.5,20.8,12.9
1998-04-01,14.3,15.9,2.7,0.7,15.3,4.7,3,2.5,30.1,16.8,4.6,2.3,0,0,51.7,15.1,3.9,8.9,9.4,29.2
1998-05-01,35.5,21.9,5.5,1.1,0,10.8,1.8,2.7,26,20.1,0,25.4,0.2,0,55.4,21.9,2.9,0,21,25.8
1998-06-01,26.4,6,2.4,1.5,0,13.9,4.5,6.5,4.2,12.7,5.2,5.4,0,0.8,14.6,31.3,3.6,0.9,14.8,51.9
1998-07-01,24,10.7,2.6,11.8,13.1,7.2,15.8,3,5.2,13.1,7.5,19,8.8,0.2,15.2,5.2,-2.8,13.2,12.9,24.9
1998-08-01,16.5,1.2,-0.7,0,0,11.6,13.3,1.3,-0.3,8.9,1.8,15,5.6,0,11.9,33.1,-6.2,1.8,10,21.3
1998-09-01,13,10.7,2.7,3.5,12.7,12.1,4.3,8.1,4.5,12.8,7.4,6.1,0,7.2,33.9,21.7,7.4,13.3,12.7,25
1998-10-01,93.7,43.4,27.3,40.3,0.3,28.4,35.9,5.5,40.5,42.8,32.5,44.1,30.1,0.9,37.1,33.5,24.4,32,32,51
1998-11-01,29.7,3.5,9.5,20.2,0.1,25.7,21.8,15.3,13.7,20.8,14,25,14.1,14.2,20.6,13.7,5.3,2.2,17.6,52.8
1998-12-01,11.1,6.7,-0.1,8.8,9.6,9.4,13.9,5.1,0.4,11.8,4.4,12.5,0,4.3,19.5,2.3,-5.3,11.2,10.4,21.8
1999-01-01,11.2,7.1,-0.1,3.9,9.8,9.7,5.5,5.2,0.7,9.6,0.5,15.5,6,4,12.5,23.2,-5.7,11,10.6,22.1
1999-02-01,11.4,7,0.4,9.3,9.9,9.7,14.5,5.6,1,5.8,4.9,16.3,6.6,5,20,2.7,-4.5,11.8,6.9,22.2
1999-03-01,31.1,15.5,6.2,5.6,16.6,29.9,6.5,5.1,9.6,17,0.4,1.1,11.2,2,17.9,41.5,3.2,15.7,15.5,28.8
1999-04-01,20.2,24.6,14.3,25.6,23.8,21.3,26.7,20.1,38.1,12.6,18.4,29.8,18,20.3,34.3,18.8,12.3,22.9,10.1,36.4
1999-05-01,7,11.2,0,6.3,75.9,37.1,5.8,36.9,8.3,7.9,0,64.8,89.6,0,6.8,0.4,0,0,0,14
1999-06-01,16.6,8.9,-3.6,7.8,41.8,3.3,0,6.8,12.7,20.4,0.8,16.2,7.6,0,13.7,6.7,22.6,0.9,0,3.6
1999-07-01,23.6,14.4,0,6,34.7,8.3,0,39.6,4.1,8.9,1.8,10.1,55.1,0.2,26.3,18.3,26.6,2.5,0,14
1999-08-01,4.3,8.5,0,19.8,77.5,71.4,4.2,23.1,13.8,44.8,24.4,49.8,44.5,15,5.5,8,0,1.8,0,18.5
1999-09-01,23,12.6,0,15,38.3,31.4,1.8,14.7,15,6.2,2.5,6.4,57.2,0,8.8,10.2,4.9,1.9,0,10.8
1999-10-01,7.1,34,0,15,56.2,22.4,20.6,29.6,12.4,2.7,4.4,31,41.1,0,16.4,29.2,5.8,0.6,0.3,17.1
1999-11-01,45,36.3,0,55.5,155.7,114.7,0.3,42.6,22,5.7,3.8,134.2,235.2,0.5,185.1,29.6,6.1,6.4,0,10.3
1999-12-01,28.3,25.2,0,32.3,32.5,61.9,0,62.7,20.6,9,0,75,79.6,0,22.3,3.2,0,27.5,0,36.9
2000-01-01,3.8,20.6,0,29.2,67.1,63.3,0,24.5,25.3,43,0,30.9,83,0,51.9,30.7,0,0,5.1,15.4
2000-02-01,62.2,72.3,40.3,0.7,61.7,87.8,5.8,95.7,70.3,70.5,1.4,39.8,88.4,0,56.4,29.3,8.5,0,48.3,65.6
2000-03-01,36.7,22.2,11.4,21.8,22.6,2.9,22.9,24,17.7,23.7,16.4,28.1,16.5,0,22.9,15,6.8,20,19.6,34.1
2000-04-01,7.7,2.7,6.9,32.8,47.5,26.5,19.7,6.9,10.2,17.8,1.3,22.3,11.8,0,18.4,18.7,2.5,3.4,15.8,29.4
2000-05-01,16.7,17.2,8.2,17.6,18.2,16.3,3.6,14,12,19.5,12.7,13.9,45.6,12.8,14.9,5.9,4.8,17.8,16.6,30.3
2000-06-01,0,54,35.9,51.3,114.1,42.5,43.6,59.8,49.9,51.8,40.4,50.4,35.9,0,43.3,45,34.9,38.5,37.6,59.9
2000-07-01,13.8,16.6,5.5,15.6,33.1,13.1,18,11.4,9.1,16.4,10.5,21.2,10.9,9.4,17.6,9.2,0,1.6,15.2,28.2
2000-08-01,19.2,22.6,13,24,22.1,20,25.7,18.6,17.3,6.6,17,11.3,50,19.1,16.8,17.2,10.9,22,19.5,34.9
2000-09-01,9.3,3.2,-3.3,10.1,6.8,7.1,0,2,-3.3,6,0,12.5,3.5,0.3,9.9,9.3,-9.9,8.3,8.4,18.9
2000-10-01,7.4,-1,-5.9,1.9,3.6,4.4,9,-0.9,3,6.5,-1.3,10.3,1.4,-2,5.2,-4.8,-12.1,6.8,0,15.7
2000-11-01,30.3,47.3,29.9,42.8,42.1,125.3,0,112.4,43,45.1,0.9,13.7,31.1,0.1,38.8,13.2,0,33.1,33.8,54.2
2000-12-01,6.5,-2.8,-7.5,0.1,2.2,3.2,7.5,-2.5,7.2,2.6,-2.7,8.8,0.2,-3.8,0.5,-6.5,-14.1,5.5,0,14.2
2001-01-01,0,0,2.1,0,0,0,1.9,57.3,34.8,109,2.2,36.1,0,0,4.1,0,6.5,26.4,104.1,0
2001-02-01,0,0,0,0,2.8,40.1,0,34.3,3.6,34.1,9.2,2.6,14.1,5.6,20.6,1.4,9.4,0,50.7,0
2001-03-01,0,0,0,11.7,0.4,2.9,0,12.1,25.7,52.6,0.4,7.5,0,0.4,35.1,0.1,0.3,0,65.2,0
2001-04-01,0,0,0,2.5,0,0,2.1,3.8,21.6,28.6,2.6,11.9,0,0,19.2,0,5.7,1.6,8,0
2001-05-01,0,0,0,12.8,32.8,21.6,0,24.8,38.9,181.3,12.1,0,0,0,12.6,0,10,0,72.6,0
2001-06-01,0,8.7,0,3.9,0,0,0,30.1,63,113.2,30.2,0,0,0,11.3,3.7,60.8,3.7,39.4,0
2001-07-01,0,0,38.6,41.3,0,0,59.3,46.7,159.2,144,238.3,68.2,0,51.6,49.8,3.9,79.5,22.9,78.9,7.4
2001-08-01,10.2,6.2,0,0,8.7,0,0,0,10.7,41.5,0.3,2.2,0,8.9,0,0,0,9.9,15.1,21.4
2001-09-01,0,0,0,0,0,0,0,23.2,17.4,22.7,8.8,15.1,0,45.8,5.7,0,0,0.4,129.8,0
2001-10-01,0,2.2,-7.9,0,2.2,0,0.5,1.2,-11.4,-0.7,10.4,0,0,0.6,4.9,0,0,2.1,4.9,0.1
2001-11-01,0,2.1,-2.8,5.5,5.8,0,12.3,19.4,-4.3,6.1,1.3,13,3.7,7.4,9.5,-1.2,-7.3,9.8,7.7,18.4
2001-12-01,0,3.2,12.8,0,1.5,20.3,25.3,53.4,17.1,24.5,88.7,28.5,16.9,0,22.9,0,10.2,24,19.3,34.6
2002-01-01,22.3,27.1,16.1,0,26.5,22.8,0.3,22.6,23.2,29,20.6,83.8,0,21.3,50.7,0,32.6,24.4,22.5,38.3
2002-02-01,0,2.6,-1.2,7.5,0,0,15.5,0,-4.1,7.2,2,13.9,4.4,46.7,9.9,0.7,-2.4,12.2,7.8,19.2
2002-03-01,0,0,-9.8,-2.6,0,0,5.8,-5,-12.7,-1.7,-5.1,6.4,-1.9,-5.9,4.1,-9.1,-16.4,7.3,3.2,11.7
2002-04-01,35.3,55.1,39.8,55.4,47.5,41.8,50,45.8,51.3,135.1,42.5,82,0.2,49.8,2,48.3,44.7,44,38,61.6
2002-05-01,14.9,13.5,4.6,0,15.3,13.7,0,10.6,8.1,15.6,41.3,20.9,10.5,8.4,17,1.4,5.4,14.6,14.5,27.1
2002-06-01,61.2,107.4,83.4,106.3,88.2,76.9,89.6,90,18.2,212.2,83.7,95.6,73.8,99.7,78.6,98.4,99.5,79.9,50.7,104.8
2002-07-01,0,3.2,-2,0,6.7,0,1.1,10.6,-3.1,7,0,15.6,4.4,36.9,10.2,0,0,10.4,8.4,19.3
2002-08-01,28.5,41.6,27.5,41.4,37.1,32.6,38.3,33.6,20.7,48.9,31.3,42,28.6,35,3.6,34.9,28.3,33.3,62.2,50.2
2002-09-01,56.7,33.4,29.3,137,0,25.4,23.6,62.2,12.1,0,76.8,94.5,7.4,8.6,0,6.5,16.4,0,39.9,58.8
2002-10-01,54.3,83.4,70.5,143.4,12.3,130.1,50.3,46.3,50.9,0,108.3,176.1,77.3,90.7,70.4,24.2,49.3,0,84.5,166.5
2002-11-01,58.8,165,113.8,239.8,46.5,225.3,115.5,228.2,110.4,0,119,226.5,46.6,47.9,52.8,44.5,92.4,0,71.6,229.9
2002-12-01,73,145.3,82.1,201.9,0,127.4,47,107.3,111.6,0,73.5,282.7,40.7,90.6,68.1,78.1,19.5,0,49.2,169.2
2003-01-01,19.9,57.1,22.8,41.1,11.5,69.2,4.6,20.8,28.4,0,27.8,51.1,9.9,32.7,22.6,8,18.1,0,10.7,59.8
2003-02-01,45,78.4,55.3,134.7,23.1,58.1,24.4,94.4,60.4,0,68.9,100.6,0,85.4,13.3,64.3,47.1,28.8,27,130.9
2003-03-01,77.2,109.6,172.8,166.4,1.2,158.6,31.6,130.9,69.1,9,99.9,130,2.2,115.3,13.3,43,81.2,20.5,61.8,152.3
2003-04-01,40.4,45.6,81.1,54.9,54.9,14.6,53.7,58,14.6,0,58.3,224.1,0,115.4,51.3,62,70.1,62.6,34.4,53.8
2003-05-01,4.9,43.1,3.2,27.1,0,8.4,31.9,61.7,18.4,0,49.9,58.1,0,26.9,0,55.1,10.5,0,23.3,62.5
2003-06-01,51.3,29.1,26,52.4,2,36.5,5.4,54.8,42.7,46.9,45.6,61.8,6.3,0,39.1,8.7,14.7,0,30.6,62.9
2003-07-01,35.3,41.1,27.1,40.4,37,23.6,37.3,42,37,41.3,31.1,42.5,28.8,23.5,35.3,33.5,26.8,32.8,30.3,49.7
2003-08-01,38.4,53.1,81.3,224.5,29.7,98.6,84.9,95.2,106.2,102.8,179.9,92.4,71.9,70,79.4,104.8,92,0,68.4,105.2
2003-09-01,40.5,65.6,47.2,159.2,55.9,48.7,20.4,53.8,62.1,63.9,50.2,125.7,3.7,56.3,17.3,44,42.7,48.9,44.1,70
2003-10-01,10.2,33.3,22.6,35.4,30.1,23.3,35.1,46.9,28.1,35,25.6,37,24.2,40.4,30.1,28.4,24.2,30.3,25.4,44
2003-11-01,9,15.1,-2.1,6.7,1.7,15.8,11.7,3.2,-1.8,7.3,2.7,13.6,4.4,1.5,10.9,0.3,-8.5,0,9.2,20.1
2003-12-01,11.1,6.2,0.2,8.8,9.3,9.2,14.6,5.4,0.4,0,4.5,16.5,25.8,5.1,0,2,-4.3,12.1,10.2,21.6
2004-01-01,69.3,120.8,87.7,144.6,100.8,84.5,24.2,97.9,121.2,112.8,184.8,101.6,79.5,96.2,87.9,60.5,76.4,78.6,76.3,113.7
2004-02-01,52.8,89.7,64.2,84.7,75.5,64.2,69.3,72.1,110.6,0,67.8,77.3,58.9,74.1,54.5,78.3,70.7,61.4,107.9,88.9
2004-03-01,83.6,73.9,52.1,88.7,63.5,1.3,7.2,84.1,72,71,77.6,82.7,50,42.5,57.2,75.4,39,51.9,49.3,76
2004-04-01,26.1,36.5,22.7,35.8,33.3,29,33.5,29,51.2,0,27.1,37.6,24.9,29,17.2,29.4,21.6,29,51.8,45.8
2004-05-01,96.3,73.1,84.1,174.9,43.3,71.2,63.9,145.1,9.4,37.5,31.6,59.8,51.1,60.7,180,62.2,50.7,133.5,97.8,96.6
2004-06-01,23.7,63.1,93,45.5,25.9,28.2,25,64.5,9.4,1.9,39.8,16.2,35.4,26.8,39.6,44.8,4.9,19.4,87.6,44.5
2004-07-01,2.9,49.8,57.9,23.6,51.9,38.1,24.8,25.3,17.2,0,13.6,9,19.4,19.6,138.4,11,5.8,27.5,35.3,21
2004-08-01,18,92.8,83.9,23.1,28,91.9,31.4,53.5,13,12.1,49,44.2,20.8,28.9,80.3,38.5,9.5,26.1,72.7,11.1
2004-09-01,11.1,39.3,36.2,86.5,39.4,16.1,80.7,41.2,7.6,0,22.5,19,17.4,29.8,126.5,48.7,18.5,17.4,88.1,47.9
2004-10-01,32.9,79.6,91.4,38.3,33.3,34.6,24.6,50.5,16.1,4.7,65.9,8.5,47.6,21.3,54.1,23.3,0.4,16.1,58.5,3.1
2004-11-01,21.5,175.1,151.8,88.7,65.9,71.2,46.7,44.8,61.9,45.8,68.5,47.7,91.7,13.3,148,27.5,48.2,104.8,57,11.2
2004-12-01,34.7,59.4,47.4,124.9,54.9,74.8,22.4,89,16.9,4.9,0,25.9,43.2,11.8,82.2,4.1,19.3,36,29.8,65
2005-01-01,61.1,25.7,63.9,38.9,83.4,86,4.3,42.4,0,5.5,0,49.3,31.5,24.5,28.1,4.2,37.9,2.2,59,23.4
2005-02-01,51.9,60.1,47.7,138.6,79.8,80.6,54.5,80.7,75.5,75.7,14.9,42.4,46.7,20.8,59.8,12.2,25.2,32,50.2,61.3
2005-03-01,42,57.7,38.8,54.6,50.2,66.6,46.1,35.5,54,55.2,43.3,53.4,38.4,12.3,45.8,48.2,38.4,40.8,39.8,62.8
2005-04-01,11,67.2,28.6,38.7,33.8,21.9,39.9,18,36.8,42.1,37.5,42.7,29.1,34.9,35.5,63.9,30.7,46.6,30.3,50.6
2005-05-01,37.7,60.1,42,63.9,51.7,44.8,70.1,48.7,56.2,58.1,45.5,36.2,20.6,50.5,87.1,48.1,11.1,44.4,41,65.2
2005-06-01,34.3,47.3,31,45.5,41.9,57.3,39.8,27.4,43.1,46,35.4,45.8,31.9,12.7,39,39.1,29.9,35,33.8,54.6
2005-07-01,20.3,87.7,38.1,54,22.1,56.7,48.2,44,49.2,53,41,51.6,36.8,47.5,43.3,47.4,42,41.8,37.1,60.5
2005-08-01,45.5,75,53.6,71.9,63.7,54.6,60.6,60.9,72.2,9.2,57,67.4,47.2,63.1,105.7,65.1,58.9,53.7,49.6,77.2
2005-09-01,24.2,33,20.5,23.8,30.3,26.9,17.8,26.5,27.8,33.4,22.3,35.3,22.9,26.8,29.6,56.6,20.3,27.4,25.4,43.2
2005-10-01,49.2,82.6,60.8,80.1,69.5,59.8,67.6,68,40.5,12.1,63.4,74.5,56.1,71.9,164.7,72.9,68.7,60.1,28.6,83.7
2005-11-01,132.1,111.2,81.8,174.7,92.7,38.4,138.5,82.7,110.6,104.8,104.7,38.2,73.8,32,81.5,66.2,26.6,75.5,70.6,106.4
2005-12-01,46.7,79.1,146.4,79.4,65.9,58,68.8,65.8,16,14.3,61.3,72.3,54.3,73.5,88.3,72.2,70.7,60.6,39,81.6
